"gene"	"EMIMCl"
"526"	"YDL211C"	-0.0554559112929886
"527"	"YDL215C"	-0.04999485969406
"528"	"YDL218W"	-0.00788513985466256
"529"	"YDL219W"	-0.918481140684968
"530"	"YDL223C"	0.0225021726805889
"531"	"YDL224C"	-0.0764636177242256
"532"	"YDL226C"	0.583433203473007
"533"	"YDL227C"	0.0143486101455385
"534"	"YDL229W"	-0.143663666703467
"535"	"YDL230W"	-0.0674265987733461
"536"	"YDL231C"	-0.410583060513967
"537"	"YDL233W"	-0.0425317825276983
"538"	"YDL236W"	0.0220854765543681
"539"	"YDL237W"	-1.98848530106354
"540"	"YDL239C"	-0.548738078925173
"541"	"YDL240W"	0.0859921163215118
"542"	"YDL241W"	-0.397533445581917
"543"	"YDL242W"	-0.0998790302257059
"544"	"YDL243C"	0.261222944662334
"545"	"YDR001C"	-0.0206608795910153
"546"	"YDR004W"	-2.96513707366964
"547"	"YDR005C"	-1.97197867424137
"548"	"YDR006C"	-0.779401210795115
"549"	"YDR007W"	-3.116215918431
"550"	"YDR009W"	0.147340409990234
"551"	"YDR010C"	-0.241987852108011
"552"	"YDR011W"	0.374470046446101
"553"	"YDR014W"	0.37753486072119
"554"	"YDR015C"	0.179708470204605
"555"	"YDR018C"	0.478505240555931
"556"	"YDR019C"	-3.04252337715188
"557"	"YDR020C"	-0.0134628436250039
"558"	"YDR022C"	0.298211499902427
"559"	"YDR024W"	1.18067556173219
"560"	"YDR025W"	-0.550081437466776
"561"	"YDR026C"	0.336295188728233
"562"	"YDR030C"	-0.44473933349701
"563"	"YDR033W"	0.851616784775311
"564"	"YDR035W"	0.446910998482699
"565"	"YDR036C"	-0.353761475116396
"566"	"YDR046C"	-0.113267259693384
"567"	"YDR048C"	0.223179670347988
"568"	"YDR049W"	1.35744467426547
"569"	"YDR051C"	0.253656373610724
"570"	"YDR055W"	-1.20467189926929
"571"	"YDR057W"	-0.185046819866872
"572"	"YDR058C"	-0.00750333729491552
"573"	"YDR061W"	-0.0297392753403476
"574"	"YDR063W"	0.555825274671423
"575"	"YDR066C"	0.179899210655909
"576"	"YDR067C"	-0.084929679515869
"577"	"YDR068W"	0.161991298581535
"578"	"YDR070C"	-1.16741668885418
"579"	"YDR071C"	-0.0567645136934152
"580"	"YDR072C"	0.486002437485008
"581"	"YDR073W"	0.278881730741853
"582"	"YDR074W"	-0.612336007533681
"583"	"YDR076W"	-0.0871786952413353
"584"	"YDR080W"	2.24309115725124
"585"	"YDR083W"	1.10878847203131
"586"	"YDR085C"	0.311603975271884
"587"	"YDR089W"	-0.0755657496486412
"588"	"YDR090C"	-3.32139551906693
"589"	"YDR093W"	-0.720567044485095
"590"	"YDR094W"	-0.329229560911299
"591"	"YDR095C"	0.132520496910082
"592"	"YDR097C"	0.25066088360589
"593"	"YDR098C"	-0.155249859734525
"594"	"YDR099W"	0.297497214081537
"595"	"YDR100W"	0.143381763865464
"596"	"YDR101C"	0.0637725671694839
"597"	"YDR102C"	0.114645381705257
"598"	"YDR104C"	-0.4904124715162
"599"	"YDR108W"	0.98509031843297
"600"	"YDR109C"	0.00458425234431716
"601"	"YDR110W"	0.509241473593713
"602"	"YDR111C"	-0.00123274914906872
"603"	"YDR112W"	0.223560171725835
"604"	"YDR116C"	0.290494467743987
"605"	"YDR117C"	0.74025157587531
"606"	"YDR119W"	0.432737271734102
"607"	"YDR120C"	1.67378949680299
"608"	"YDR121W"	1.19056568042145
"609"	"YDR122W"	-0.189278324721419
"610"	"YDR123C"	0.468596863574307
"611"	"YDR124W"	0.34355101968059
"612"	"YDR125C"	0.850340952131502
"613"	"YDR126W"	0.541646618669696
"614"	"YDR127W"	0.717711467026887
"615"	"YDR128W"	-0.333696104357934
"616"	"YDR130C"	0.170445893159244
"617"	"YDR131C"	0.315315922361369
"618"	"YDR132C"	0.0234942335524754
"619"	"YDR133C"	0.223867486136787
"620"	"YDR134C"	-0.39197534168581
"621"	"YDR135C"	-0.0989964925284238
"622"	"YDR139C"	-0.98209077980902
"623"	"YDR142C"	0.541935302075877
"624"	"YDR143C"	0.0754705226558047
"625"	"YDR144C"	0.372977945127629
"626"	"YDR146C"	0.846410359807346
"627"	"YDR147W"	0.421025065265173
"628"	"YDR148C"	0.331091784493426
"629"	"YDR149C"	-0.222885335525133
"630"	"YDR150W"	0.220030654414592
"631"	"YDR153C"	0.427673657452601
"632"	"YDR154C"	0.525300129752756
"633"	"YDR155C"	0.579178619505229
"634"	"YDR156W"	0.70882611593931
"635"	"YDR157W"	1.04639342037164
"636"	"YDR158W"	-0.19221564529279
"637"	"YDR159W"	0.359576104401015
"638"	"YDR161W"	0.127690180187101
"639"	"YDR162C"	0.239105833156954
"640"	"YDR163W"	-0.062287263759273
"641"	"YDR165W"	0.866251656586219
"642"	"YDR169C"	0.244719297825386
"643"	"YDR171W"	0.317435698917998
"644"	"YDR174W"	1.85870647770813
"645"	"YDR181C"	-0.0758544462909477
