"Inhibitor"	"Direction"	"Deletion"	"log_FC"
"5918"	"Vanillin"	"down"	"YMR183C"	-3.87510584028252
"6018"	"Vanillin"	"down"	"YOR083W"	-1.20876784213729
"6124"	"Vanillin"	"down"	"YPR141C"	-2.73169970024148
"6221"	"Vanillin"	"down"	"YLL020C"	-1.44887880501108
"6320"	"Vanillin"	"down"	"YLL019C"	-1.34920573217865
"6419"	"Vanillin"	"down"	"YOR008C-A"	-1.590500106632
"6519"	"Vanillin"	"down"	"YHL025W"	-1.83671809286954
"6619"	"Vanillin"	"down"	"YLR315W"	-2.93490089161972
"6719"	"Vanillin"	"down"	"YLR055C"	-1.58332166094798
"6819"	"Vanillin"	"down"	"YDR485C"	-1.96772351109901
"6920"	"Vanillin"	"down"	"YGL166W"	-2.12566792931518
"7020"	"Vanillin"	"down"	"YML121W"	-1.54871282467199
"7124"	"Vanillin"	"down"	"YJR120W"	-2.26454986274173
"7221"	"Vanillin"	"down"	"YDR098C"	-1.22285329178676
"1155"	"SodiumAcetate"	"up"	"YJL120W"	3.40576392702294
"2125"	"SodiumAcetate"	"up"	"YMR143W"	1.41971634503052
"3108"	"SodiumAcetate"	"up"	"YBR108W"	4.65722501329534
"4108"	"SodiumAcetate"	"up"	"YGR014W"	1.43580806472144
"5108"	"SodiumAcetate"	"up"	"YIL024C"	4.85855845653974
"6107"	"SodiumAcetate"	"up"	"YGR184C"	1.76919609501427
"7105"	"SodiumAcetate"	"up"	"YDL096C"	1.41236026542195
"8103"	"SodiumAcetate"	"up"	"YOR019W"	2.70934031651838
"979"	"SodiumAcetate"	"up"	"YLR242C"	2.18958345220536
"1047"	"SodiumAcetate"	"up"	"YER046W-A"	4.13346542518519
"1156"	"SodiumAcetate"	"up"	"YNL140C"	1.59175574667785
"1235"	"SodiumAcetate"	"up"	"YPL223C"	2.83567070007462
"1329"	"SodiumAcetate"	"up"	"YKR034W"	3.20543467069861
"2126"	"SodiumAcetate"	"down"	"YBR209W"	-1.1927127976708
"2222"	"SodiumAcetate"	"down"	"YJL004C"	-1.42750860066454
"2321"	"SodiumAcetate"	"down"	"YLR056W"	-1.50233635454025
"2420"	"SodiumAcetate"	"down"	"YMR202W"	-1.24868016913634
"2520"	"SodiumAcetate"	"down"	"YMR216C"	-1.23245826774637
"2621"	"SodiumAcetate"	"down"	"YCR086W"	-1.30516314443369
"2721"	"SodiumAcetate"	"down"	"YDR186C"	-1.67376927512695
"2819"	"SodiumAcetate"	"down"	"YHL025W"	-1.16942428605282
"2918"	"SodiumAcetate"	"down"	"YDL020C"	-1.20867259751373
"3019"	"SodiumAcetate"	"down"	"YLR262C"	-2.73639299207064
"3125"	"SodiumAcetate"	"down"	"YMR183C"	-2.60327493786868
"3223"	"SodiumAcetate"	"down"	"YKL050C"	-1.5699378900896
"3321"	"SodiumAcetate"	"down"	"YLR039C"	-1.51488282460633
"3419"	"SodiumAcetate"	"down"	"YIL128W"	-1.42484049966085
"3518"	"SodiumAcetate"	"down"	"YLR261C"	-2.36069862941971
"3619"	"SodiumAcetate"	"down"	"YDR074W"	-1.78509712503062
"3719"	"SodiumAcetate"	"down"	"YCR053W"	-1.63436195628742
"3818"	"SodiumAcetate"	"down"	"YGL115W"	-1.35865691440114
"3919"	"SodiumAcetate"	"down"	"YML013C-A"	-1.28873627505767
"4019"	"SodiumAcetate"	"down"	"YCR044C"	-1.52909009316351
"1157"	"SodiumButyrate"	"up"	"YPL052W"	1.60984994355116
"2127"	"SodiumButyrate"	"up"	"YLR443W"	1.16063075986236
"3109"	"SodiumButyrate"	"up"	"YHR157W"	1.31258397301874
"4109"	"SodiumButyrate"	"up"	"YNL123W"	0.990478525310906
"5109"	"SodiumButyrate"	"up"	"YJR053W"	1.247696613145
"6108"	"SodiumButyrate"	"up"	"YHL036W"	0.904286815310067
"7106"	"SodiumButyrate"	"up"	"YKL176C"	4.36875183016287
"8104"	"SodiumButyrate"	"up"	"YIL153W"	0.945046357455131
"980"	"SodiumButyrate"	"up"	"YKL168C"	1.63641565355673
"1048"	"SodiumButyrate"	"up"	"YBR144C"	3.29114251115344
"1158"	"SodiumButyrate"	"up"	"YPL244C"	1.10598227278991
"1236"	"SodiumButyrate"	"up"	"YML027W"	1.13876613038395
"1330"	"SodiumButyrate"	"up"	"YMR175W"	2.67786319358348
"1425"	"SodiumButyrate"	"up"	"YDL190C"	2.19103843141665
"1524"	"SodiumButyrate"	"up"	"YNL192W"	1.19655713482858
"1622"	"SodiumButyrate"	"up"	"YDR458C"	1.14319203085356
"1719"	"SodiumButyrate"	"up"	"YAR002W"	1.65817129758814
"1819"	"SodiumButyrate"	"up"	"YOR358W"	2.49029731645297
"1918"	"SodiumButyrate"	"up"	"YER046W-A"	2.96748175235969
"2019"	"SodiumButyrate"	"up"	"YCL042W"	2.14389940857443
"2128"	"SodiumButyrate"	"up"	"YJL163C"	2.34282129941697
"2223"	"SodiumButyrate"	"up"	"YOL007C"	2.34117819299232
"2322"	"SodiumButyrate"	"up"	"YJL208C"	1.52719230265674
"2421"	"SodiumButyrate"	"up"	"YBR044C"	1.1536799214347
"2521"	"SodiumButyrate"	"up"	"YBR026C"	2.34171860952767
"2622"	"SodiumButyrate"	"up"	"YAR003W"	0.942726284761054
"2722"	"SodiumButyrate"	"down"	"YBR166C"	-2.28529562011852
